Name,Host institution,City,Country,ID Card,OrganizationID,,,
"SubcollectionTypeMaterialsStandards#SamplesFluids Collection - Pulmonology 1 Population-based, Disease specific, Sample collection, Image collection Whole Blood 18 Fluids Collection - Pulmonology 1 Population-based, Disease specific, Sample collection, Image collection Serum 910 Fluids Collection - Pulmonology 1 Population-based, Disease specific, Sample collection, Image collection Plasma 207 Fluids Collection - Pulmonology 1 Population-based, Disease specific, Sample collection, Image collection Other 68 Fluids Collection - Pulmonology 1 Population-based, Disease specific, Sample collection, Image collection Plasma 3 Fluids Collection - Pulmonology 2 Population-based, Disease specific, Sample collection, Image collection Whole Blood 2638 Fluids Collection - Pulmonology 2 Population-based, Disease specific, Sample collection, Image collection Plasma 12664 Fluids Collection - Pulmonology 2 Population-based, Disease specific, Sample collection, Image collection Serum 14976 Fluids Collection - Gynaecology Population-based, Disease specific, Sample collection, Image collection Other 713 Fluids Collection - Gynaecology Population-based, Disease specific, Sample collection, Image collection Plasma 2143 Fluids Collection - Gynaecology Population-based, Disease specific, Sample collection, Image collection Serum 1728 Fluids Collection - Gynaecology Population-based, Disease specific, Sample collection, Image collection Whole Blood 112 Fluids Collection - Plastic surgery Population-based, Disease specific, Sample collection Other 30 Fluids Collection - Plastic surgery Population-based, Disease specific, Sample collection Plasma 90 Fluids Collection - Plastic surgery Population-based, Disease specific, Sample collection Serum 1044 Fluids Collection - Plastic surgery Population-based, Disease specific, Sample collection Whole Blood 22 Fluids Collection - Healthy control Population-based, Disease specific, Sample collection Other 537 Fluids Collection - Healthy control Population-based, Disease specific, Sample collection Plasma 1629 Fluids Collection - Healthy control Population-based, Disease specific, Sample collection Serum 4427 Fluids Collection - Otorhinolaryngology Population-based, Disease specific, Sample collection Serum 448 Fluids Collection - Otorhinolaryngology Population-based, Disease specific, Sample collection Whole Blood 60 Fluids Collection - Endocrinology 1 Population-based, Disease specific, Sample collection Plasma 1575 Fluids Collection - Endocrinology 1 Population-based, Disease specific, Sample collection Plasma 26 Fluids Collection - Endocrinology 1 Population-based, Disease specific, Sample collection Serum 4198 Fluids Collection - Dermatology 1 Population-based, Disease specific, Sample collection Whole Blood 264 Fluids Collection - Dermatology 1 Population-based, Disease specific, Sample collection Serum 604 Fluids Collection - Dermatology 1 Population-based, Disease specific, Sample collection Plasma 2 Fluids Collection - Dermatology 2 Population-based, Disease specific, Sample collection Plasma 436 Fluids Collection - Dermatology 2 Population-based, Disease specific, Sample collection Serum 1139 Fluids Collection - Dermatology 2 Population-based, Disease specific, Sample collection Other 142 Fluids Collection - Cardiology Population-based, Disease specific, Sample collection, Image collection Other 263 Fluids Collection - Cardiology Population-based, Disease specific, Sample collection, Image collection Plasma 749 Fluids Collection - Cardiology Population-based, Disease specific, Sample collection, Image collection Urine 1104 Fluids Collection - Cardiology Population-based, Disease specific, Sample collection, Image collection Plasma 1253 Fluids Collection - Cardiology Population-based, Disease specific, Sample collection, Image collection Plasma 1422 Fluids Collection - Cardiology Population-based, Disease specific, Sample collection, Image collection Serum 9769 Fluids Collection - Cardiology Population-based, Disease specific, Sample collection, Image collection Whole Blood 14 Fluids Collection - Cardiology - ROC-HF study Population-based, Disease specific, Sample collection, Image collection Serum 1735 Fluids Collection - Cardiology - ROC-HF study Population-based, Disease specific, Sample collection, Image collection Other 167 Fluids Collection - Cardiology - ROC-HF study Population-based, Disease specific, Sample collection, Image collection Plasma 730 Fluids Collection - Cardiology - ROC-HF study Population-based, Disease specific, Sample collection, Image collection Urine 539 Fluids Collection - Cardiology - CliniBil study Population-based, Disease specific, Sample collection, Image collection Urine 2306 Fluids Collection - Cardiology - CliniBil study Population-based, Disease specific, Sample collection, Image collection Urine 1196 Fluids Collection - Cardiology - CliniBil study Population-based, Disease specific, Sample collection, Image collection Serum 3243 Fluids Collection - Endocrinology 2 Population-based, Disease specific, Sample collection Other 3909 Fluids Collection - Endocrinology 2 Population-based, Disease specific, Sample collection Plasma 11747 Fluids Collection - Endocrinology 2 Population-based, Disease specific, Sample collection Whole Blood 2 Fluids Collection - Endocrinology 2 Population-based, Disease specific, Sample collection Urine 5208 Fluids Collection - Endocrinology 2 Population-based, Disease specific, Sample collection Serum 16158 Fluids Collection - Obstetrics 1 Population-based, Disease specific, Sample collection Other 5 Fluids Collection - Obstetrics 1 Population-based, Disease specific, Sample collection Plasma 15 Fluids Collection - Obstetrics 1 Population-based, Disease specific, Sample collection Serum 176 Fluids Collection - Orthopaedics 1 Population-based, Disease specific, Sample collection Other 13 Fluids Collection - Obstetrics 2 Population-based, Disease specific, Sample collection Other 159 Fluids Collection - Obstetrics 2 Population-based, Disease specific, Sample collection Plasma 487 Fluids Collection - Obstetrics 2 Population-based, Disease specific, Sample collection Whole Blood 58 Fluids Collection - Obstetrics 2 Population-based, Disease specific, Sample collection Serum 13735 Fluids Collection - Orthopaedics 2 Population-based, Disease specific, Sample collection Serum 39710 Fluids Collection - Orthopaedics 2 Population-based, Disease specific, Sample collection Whole Blood 4998 Fluids Collection - Obstetrics 3 Population-based, Disease specific, Sample collection Other 24 Fluids Collection - Obstetrics 3 Population-based, Disease specific, Sample collection Plasma 72 Fluids Collection - Obstetrics 3 Population-based, Disease specific, Sample collection Serum 248 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Plasma 927 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Plasma 10655 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Plasma 1500 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Whole Blood 506 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Whole Blood 6532 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Whole Blood 887 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Serum 240 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Serum 5291 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Serum 342 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Serum 792 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Serum 37678 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Serum 1225 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Other 1050 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Other 37349 Fluids Collection - DALI Study (gestation diabetes) Population-based, Disease specific, Sample collection Other 1749 Fluids Collection - Oncology Population-based, Disease specific, Sample collection Other 2 Fluids Collection - Oncology Population-based, Disease specific, Sample collection Plasma 6 Fluids Collection - Oncology Population-based, Disease specific, Sample collection Urine 16 Fluids Collection - Oncology Population-based, Disease specific, Sample collection Plasma 16 Fluids Collection - Oncology Population-based, Disease specific, Sample collection Plasma 12 Fluids Collection - Oncology Population-based, Disease specific, Sample collection Serum 819237 Fluids Collection - Oncology Population-based, Disease specific, Sample collection Whole Blood 12687 Fluids Collection - Neurosurgery Population-based, Disease specific, Sample collection, Image collection Plasma 32 Fluids Collection - Neurosurgery Population-based, Disease specific, Sample collection, Image collection Plasma 30 Fluids Collection - Neurosurgery Population-based, Disease specific, Sample collection, Image collection Serum 26208 Fluids Collection - Neurosurgery Population-based, Disease specific, Sample collection, Image collection Whole Blood 3668 Fluids Collection - Opthalmology Population-based, Disease specific, Sample collection Other 14 Fluids Collection - Opthalmology Population-based, Disease specific, Sample collection Plasma 42 Fluids Collection - Rheumatology Population-based, Disease specific, Sample collection Other 1032 Fluids Collection - Rheumatology Population-based, Disease specific, Sample collection Plasma 3102 Fluids Collection - Rheumatology Population-based, Disease specific, Sample collection Urine 2990 Fluids Collection - Rheumatology Population-based, Disease specific, Sample collection Plasma 17 Fluids Collection - Rheumatology Population-based, Disease specific, Sample collection Serum 4155 Fluids Collection - Neurology Population-based, Disease specific, Sample collection Serum 4485 Fluids Collection - Neurology Population-based, Disease specific, Sample collection Other 2892 Fluids Collection - Neurology Population-based, Disease specific, Sample collection Other 639 Fluids Collection - Radiotherapy Population-based, Disease specific, Sample collection Other 803 Fluids Collection - Radiotherapy Population-based, Disease specific, Sample collection Plasma 2420 Fluids Collection - Radiotherapy Population-based, Disease specific, Sample collection Serum 6539 Fluids Collection - Obstetrics 4 Population-based, Disease specific, Sample collection Other 91 Fluids Collection - Obstetrics 4 Population-based, Disease specific, Sample collection Plasma 270 Fluids Collection - Obstetrics 4 Population-based, Disease specific, Sample collection Serum 1053 Fluids Collection - Obstetrics 4 Population-based, Disease specific, Sample collection Whole Blood 120 Fluids Collection - Nephrology Population-based, Disease specific, Sample collection, Image collection Other 5 Fluids Collection - Nephrology Population-based, Disease specific, Sample collection, Image collection Plasma 18 Fluids Collection - Nephrology Population-based, Disease specific, Sample collection, Image collection Urine 46 Fluids Collection - Nephrology Population-based, Disease specific, Sample collection, Image collection Serum 45",,,,,,,,
Healthy Ageing Study,"Cohort, Population-based, Sample collection","Urine, Other, Serum, Plasma",CEN/TS 16945:2016,5457,,,,
"SubcollectionTypeMaterialsStandards#SamplesHealthy Ageing Study - Healthy aging study Cohort, Population-based, Sample collection Other 145 Healthy Ageing Study - Healthy aging study Cohort, Population-based, Sample collection Plasma 444 Healthy Ageing Study - Healthy aging study Cohort, Population-based, Sample collection Urine 795 Healthy Ageing Study - Healthy aging study Cohort, Population-based, Sample collection Plasma 1536 Healthy Ageing Study - Healthy aging study Cohort, Population-based, Sample collection Plasma 597 Healthy Ageing Study - Healthy aging study Cohort, Population-based, Sample collection Serum 1940",,,,,,,,
Interfast Study,"Cohort, Population-based, Sample collection","Urine, Serum, Plasma",CEN/TS 16945:2016,3848,,,,
"SubcollectionTypeMaterialsStandards#SamplesInterfast Study - Interfast Study Cohort, Population-based, Sample collection Plasma 1113 Interfast Study - Interfast Study Cohort, Population-based, Sample collection Urine 1367 Interfast Study - Interfast Study Cohort, Population-based, Sample collection Serum 1368",,,,,,,,
KIWI Collection,"Cohort, Disease specific, Sample collection","Other, Serum",CEN/TS 16835-3:2015,37410,,,,
"SubcollectionTypeMaterialsStandards#SamplesKIWI Collection - KIWI Collection Cohort, Disease specific, Sample collection Other 21625 KIWI Collection - KIWI Collection Cohort, Disease specific, Sample collection Other 3173 KIWI Collection - KIWI Collection Cohort, Disease specific, Sample collection Other 535 KIWI Collection - KIWI Collection Cohort, Disease specific, Sample collection Serum 10859 KIWI Collection - KIWI Collection Cohort, Disease specific, Sample collection Other 1218",,,,,,,,
MRT Brain Cohort,"Cohort, Sample collection, Image collection",Tissue (frozen),,6662,,,,
"SubcollectionTypeMaterialsStandards#SamplesMRT Brain Cohort - MRT Brain Cohort Cohort, Sample collection, Image collection Tissue (frozen) 6662",,,,,,,,
PERFORM Study,"Case-Control, Cohort, Disease specific, Sample collection","Urine, Other, Feces, Serum, Plasma, Whole Blood",,3500,,,,
"SubcollectionTypeMaterialsStandards#SamplesPERFORM Study - PERFORM Study Case-Control, Cohort, Disease specific, Sample collection Plasma 500 PERFORM Study - PERFORM Study Case-Control, Cohort, Disease specific, Sample collection Urine 500 PERFORM Study - PERFORM Study Case-Control, Cohort, Disease specific, Sample collection Serum 500 PERFORM Study - PERFORM Study Case-Control, Cohort, Disease specific, Sample collection Whole Blood 500 PERFORM Study - PERFORM Study Case-Control, Cohort, Disease specific, Sample collection Feces 500 PERFORM Study - PERFORM Study Case-Control, Cohort, Disease specific, Sample collection Other 500 PERFORM Study - PERFORM Study Case-Control, Cohort, Disease specific, Sample collection Other 500",,,,,,,,
PoCOsteo Cohort,"Cohort, Longitudinal, Disease specific, Sample collection","Serum, Plasma, Buffy Coat",,9472,,,,
"SubcollectionTypeMaterialsStandards#SamplesPoCOsteo Cohort Cohort, Longitudinal, Disease specific, Sample collection Buffy Coat 797 PoCOsteo Cohort Cohort, Longitudinal, Disease specific, Sample collection Plasma 2400 PoCOsteo Cohort Cohort, Longitudinal, Disease specific, Sample collection Serum 6275",,,,,,,,
MedUni Wien Biobank,,,,,,,,
ISO-9001,,,,,,,,
"Collection types: Other, Sample collection, Longitudinal, Disease specific, Cohort, Population-based",,,,,,,,
Juridical person: Medical University of Vienna,,,,,,,,
Collection,Type,Materials,Standards,#Samples,,,,
Intraoperative PTH Screening,"Other, Sample collection",Other,,333,,,,
"SubcollectionTypeMaterialsStandards#SamplesIntraoperative PTH Screening - other residual material from intraoperatively obtained samples Other, Sample collection Other 333",,,,,,,,
Rheumatologic diseases,"Longitudinal, Disease specific, Sample collection","Urine, Serum, Plasma, RNA, Whole Blood",,328579,,,,
"SubcollectionTypeMaterialsStandards#SamplesRheumatologic diseases - Citrat-Plasma Longitudinal, Disease specific, Sample collection Plasma 66764 Rheumatologic diseases - EDTA-Blood Longitudinal, Disease specific, Sample collection Whole Blood 44189 Rheumatologic diseases - Urine Longitudinal, Disease specific, Sample collection Urine 40508 Rheumatologic diseases - PBMC lysate Longitudinal, Disease specific, Sample collection RNA 46961 Rheumatologic diseases - Serum Longitudinal, Disease specific, Sample collection Serum 130157",,,,,,,,
Biobank Study ViBS,"Disease specific, Sample collection","Serum, Plasma, Whole Blood",,8342,,,,
"SubcollectionTypeMaterialsStandards#SamplesBiobank Study ViBS - Serum Disease specific, Sample collection Serum 1603 Biobank Study ViBS - Citrat-Plasma Disease specific, Sample collection Plasma 4800 Biobank Study ViBS - EDTA-Blood Disease specific, Sample collection Whole Blood 1025 Biobank Study ViBS - Citrat-Plasma microparticles Disease specific, Sample collection Plasma 458 Biobank Study ViBS - Citrat-Plasma + RLT Buffer Disease specific, Sample collection Plasma 456",,,,,,,,
Lung Transplantation Biobank,"Cohort, Longitudinal, Sample collection","Serum, Plasma, Whole Blood",,37762,,,,
"SubcollectionTypeMaterialsStandards#SamplesLung Transplantation Biobank - EDTA-anticoagulated Whole blood of the transplant recipient Cohort, Longitudinal, Sample collection Whole Blood 10043 Lung Transplantation Biobank - Serum of the transplant recipient Cohort, Longitudinal, Sample collection Serum 27680 Lung Transplantation Biobank - EDTA-Plasma of transplant recipient Cohort, Longitudinal, Sample collection Plasma 39",,,,,,,,
ASPOEM Vienna Marathon Study,"Other, Sample collection","Serum, Plasma, Whole Blood",,1325,,,,
"SubcollectionTypeMaterialsStandards#SamplesASPOEM Vienna Marathon Study - Citrat-Plasma Other, Sample collection Plasma 60 ASPOEM Vienna Marathon Study - EDTA-Plasma Other, Sample collection Plasma 98 ASPOEM Vienna Marathon Study - Whole Blood Other, Sample collection Whole Blood 411 ASPOEM Vienna Marathon Study - Serum Other, Sample collection Serum 756",,,,,,,,
Bleeding tendency of unknown cause,"Cohort, Sample collection","Serum, Plasma, Whole Blood",,3958,,,,
"SubcollectionTypeMaterialsStandards#SamplesBleeding tendency of unknown cause - Serum Cohort, Sample collection Serum 1211 Bleeding tendency of unknown cause - Citrat-plasma Cohort, Sample collection Plasma 2395 Bleeding tendency of unknown cause - EDTA-Blood Cohort, Sample collection Whole Blood 352",,,,,,,,
Heart Transplantation Collection,"Longitudinal, Disease specific, Sample collection","Serum, Plasma, Whole Blood",,12224,,,,
"SubcollectionTypeMaterialsStandards#SamplesHeart Transplantation Collection - Serum Longitudinal, Disease specific, Sample collection Serum 6280 Heart Transplantation Collection - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 4947 Heart Transplantation Collection - EDTA-Blood Longitudinal, Disease specific, Sample collection Whole Blood 997",,,,,,,,
LEAD,"Population-based, Sample collection","Urine, Serum, Plasma, Whole Blood",,104,,,,
"SubcollectionTypeMaterialsStandards#SamplesLEAD - Serum Population-based, Sample collection Serum 51 LEAD - EDTA-Plasma Population-based, Sample collection Plasma 27 LEAD - EDTA-Blood Population-based, Sample collection Whole Blood 5 LEAD - Urine Population-based, Sample collection Urine 21",,,,,,,,
Kidney Transplantation Collection,"Cohort, Longitudinal, Disease specific, Sample collection","Urine, Serum, DNA, Plasma",,1471,,,,
"SubcollectionTypeMaterialsStandards#SamplesKidney Transplantation Collection - Serum Cohort, Longitudinal, Disease specific, Sample collection Serum 565 Kidney Transplantation Collection - Plasma Cohort, Longitudinal, Disease specific, Sample collection Plasma 542 Kidney Transplantation Collection - Urine Cohort, Longitudinal, Disease specific, Sample collection Urine 250 Kidney Transplantation Collection - DNA Cohort, Longitudinal, Disease specific, Sample collection DNA 114",,,,,,,,
Fructose and NAFLD,"Longitudinal, Disease specific, Sample collection","Saliva, Feces, Serum, Plasma",,190,,,,
"SubcollectionTypeMaterialsStandards#SamplesFructose and NAFLD - Serum Longitudinal, Disease specific, Sample collection Serum 70 Fructose and NAFLD - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 68 Fructose and NAFLD - Serum Longitudinal, Disease specific, Sample collection Serum 7 Fructose and NAFLD - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 7 Fructose and NAFLD - Faeces Longitudinal, Disease specific, Sample collection Feces 18 Fructose and NAFLD - Saliva Longitudinal, Disease specific, Sample collection Saliva 20",,,,,,,,
Obstetrics Biobank,"Cohort, Sample collection","Urine, Serum, Plasma, Whole Blood",,46,,,,
"SubcollectionTypeMaterialsStandards#SamplesObstetrics Biobank - Serum Cohort, Sample collection Serum 14 Obstetrics Biobank - EDTA-Plasma Cohort, Sample collection Plasma 21 Obstetrics Biobank - EDTA-Blood Cohort, Sample collection Whole Blood 5 Obstetrics Biobank - Urine Cohort, Sample collection Urine 6",,,,,,,,
BioBio,"Longitudinal, Disease specific, Sample collection","Urine, Serum, Plasma, Whole Blood",,36,,,,
"SubcollectionTypeMaterialsStandards#SamplesBioBio - Serum Longitudinal, Disease specific, Sample collection Serum 14 BioBio - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 12 BioBio - EDTA-Blood Longitudinal, Disease specific, Sample collection Whole Blood 2 BioBio - Urine Longitudinal, Disease specific, Sample collection Urine 8",,,,,,,,
Morbus Meulengracht,"Other, Sample collection","Other, Whole Blood",,1943,,,,
"SubcollectionTypeMaterialsStandards#SamplesMorbus Meulengracht - EDTA-Blood Other, Sample collection Whole Blood 531 Morbus Meulengracht - PBMC RNA Other, Sample collection Other 706 Morbus Meulengracht - PBMC Protein Other, Sample collection Other 706",,,,,,,,
EPISEP,"Cohort, Longitudinal, Sample collection","Urine, Serum, Plasma, Whole Blood",,34042,,,,
"SubcollectionTypeMaterialsStandards#SamplesEPISEP - Serum Cohort, Longitudinal, Sample collection Serum 8344 EPISEP - EDTA-Plasma Cohort, Longitudinal, Sample collection Plasma 8667 EPISEP - EDTA-Blood Cohort, Longitudinal, Sample collection Whole Blood 2179 EPISEP - Urine Cohort, Longitudinal, Sample collection Urine 14852",,,,,,,,
KILM Healthy Collective,"Cohort, Sample collection","Serum, Plasma",,6653,,,,
"SubcollectionTypeMaterialsStandards#SamplesKILM Healthy Collective - Serum Cohort, Sample collection Serum 3664 KILM Healthy Collective - Citrat-Plasma Cohort, Sample collection Plasma 2989",,,,,,,,
Vienna Bleeding Study (molecularbiological),"Disease specific, Sample collection","Serum, Plasma, Whole Blood",,5576,,,,
"SubcollectionTypeMaterialsStandards#SamplesVienna Bleeding Study (molecularbiological) - Serum Disease specific, Sample collection Serum 1562 Vienna Bleeding Study (molecularbiological) - Citrat-Plasma Disease specific, Sample collection Plasma 3654 Vienna Bleeding Study (molecularbiological) - EDTA-Blood Disease specific, Sample collection Whole Blood 360",,,,,,,,
Biobank of outpatient clinic for Echinococcosis,"Cohort, Disease specific, Sample collection","Other, Serum, DNA, Plasma",,3159,,,,
"SubcollectionTypeMaterialsStandards#SamplesBiobank of outpatient clinic for Echinococcosis - Serum Cohort, Disease specific, Sample collection Serum 1243 Biobank of outpatient clinic for Echinococcosis - EDTA-Plasma Cohort, Disease specific, Sample collection Plasma 1120 Biobank of outpatient clinic for Echinococcosis - DNA Cohort, Disease specific, Sample collection DNA 682 Biobank of outpatient clinic for Echinococcosis - cyst puncture supernatant Cohort, Disease specific, Sample collection Other 81 Biobank of outpatient clinic for Echinococcosis - cyt puncture pellet Cohort, Disease specific, Sample collection Other 33",,,,,,,,
Non-alcoholic Fatty Liver Disease,"Disease specific, Sample collection","Saliva, Feces",,254,,,,
"SubcollectionTypeMaterialsStandards#SamplesNon-alcoholic Fatty Liver Disease - Faeces Disease specific, Sample collection Feces 250 Non-alcoholic Fatty Liver Disease - Saliva Disease specific, Sample collection Saliva 4",,,,,,,,
Biobank chronic heart failure,"Longitudinal, Disease specific, Sample collection","Urine, Serum, Plasma",,2352,,,,
"SubcollectionTypeMaterialsStandards#SamplesBiobank chronic heart failure - Serum Longitudinal, Disease specific, Sample collection Serum 490 Biobank chronic heart failure - Citratplasma Longitudinal, Disease specific, Sample collection Plasma 474 Biobank chronic heart failure - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 483 Biobank chronic heart failure - Urine Longitudinal, Disease specific, Sample collection Urine 462 Biobank chronic heart failure - Heparin-Plasma Longitudinal, Disease specific, Sample collection Plasma 443",,,,,,,,
SoBic,"Longitudinal, Disease specific, Sample collection","Urine, Serum, Plasma",,3076,,,,
"SubcollectionTypeMaterialsStandards#SamplesSoBic - Serum Longitudinal, Disease specific, Sample collection Serum 1270 SoBic - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 1293 SoBic - Urine Longitudinal, Disease specific, Sample collection Urine 5 SoBic - Serum Longitudinal, Disease specific, Sample collection Serum 508",,,,,,,,
Fructose 2.0 Biobank 1,"Disease specific, Sample collection","Serum, Plasma",,1394,,,,
"SubcollectionTypeMaterialsStandards#SamplesFructose 2.0 Biobank 1 - Serum Disease specific, Sample collection Serum 702 Fructose 2.0 Biobank 1 - EDTA-Plasma Disease specific, Sample collection Plasma 692",,,,,,,,
Fructose 2.0 Biobank 2,"Disease specific, Sample collection","Serum, Plasma",,149,,,,
"SubcollectionTypeMaterialsStandards#SamplesFructose 2.0 Biobank 2 - Serum Disease specific, Sample collection Serum 75 Fructose 2.0 Biobank 2 - EDTA-Plasma Disease specific, Sample collection Plasma 74",,,,,,,,
Fructose 2.0 Biobank Inflammatory Parameters,"Disease specific, Sample collection","Serum, Plasma",,808,,,,
"SubcollectionTypeMaterialsStandards#SamplesFructose 2.0 Biobank Inflammatory Parameters - Serum Disease specific, Sample collection Serum 404 Fructose 2.0 Biobank Inflammatory Parameters - EDTA-Plasma Disease specific, Sample collection Plasma 404",,,,,,,,
Multiple Sclerosis Collection,"Longitudinal, Disease specific, Sample collection","Other, Serum, Plasma",,17433,,,,
"SubcollectionTypeMaterialsStandards#SamplesMultiple Sclerosis Collection - Serum Longitudinal, Disease specific, Sample collection Serum 5465 Multiple Sclerosis Collection - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 6087 Multiple Sclerosis Collection - Cerebrospinal Fluid Longitudinal, Disease specific, Sample collection Other 5211 Multiple Sclerosis Collection - Cerebrospinal Fluid Pellet Longitudinal, Disease specific, Sample collection Other 670",,,,,,,,
Enorm in Form,"Cohort, Longitudinal, Sample collection","Urine, Serum, Plasma, Whole Blood",,15843,,,,
"SubcollectionTypeMaterialsStandards#SamplesEnorm in Form - Serum Cohort, Longitudinal, Sample collection Serum 2878 Enorm in Form - EDTA-Plasma Cohort, Longitudinal, Sample collection Plasma 3302 Enorm in Form - Urine Cohort, Longitudinal, Sample collection Urine 3760 Enorm in Form - EDTA-Blood Cohort, Longitudinal, Sample collection Whole Blood 948 Enorm in Form - Plasma+ FX Natrium Fluorid / Kalium Oxalat Cohort, Longitudinal, Sample collection Plasma 1197 Enorm in Form - Urine+ HCl Cohort, Longitudinal, Sample collection Urine 3758",,,,,,,,
IPHAAB Sport and atherosclerosis markers,"Other, Sample collection","Serum, Plasma",,5033,,,,
"SubcollectionTypeMaterialsStandards#SamplesIPHAAB Sport and atherosclerosis markers - Serum Other, Sample collection Serum 2509 IPHAAB Sport and atherosclerosis markers - EDTA-Plasma Other, Sample collection Plasma 2524",,,,,,,,
Iron therapy in chronic dialysis,"Cohort, Longitudinal, Sample collection",Serum,,1564,,,,
"SubcollectionTypeMaterialsStandards#SamplesIron therapy in chronic dialysis - Serum Cohort, Longitudinal, Sample collection Serum 1564",,,,,,,,
Biobank for chronic kidney disease,"Longitudinal, Disease specific, Sample collection","Urine, Serum, Plasma",,3711,,,,
"SubcollectionTypeMaterialsStandards#SamplesBiobank for chronic kidney disease - Serum Longitudinal, Disease specific, Sample collection Serum 1006 Biobank for chronic kidney disease - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 1206 Biobank for chronic kidney disease - Urine Longitudinal, Disease specific, Sample collection Urine 1499",,,,,,,,
Stress Study,"Longitudinal, Sample collection","Serum, Plasma",,3160,,,,
"SubcollectionTypeMaterialsStandards#SamplesStress Study - Serum Longitudinal, Sample collection Serum 2092 Stress Study - EDTA-Plasma Longitudinal, Sample collection Plasma 1068",,,,,,,,
AMD and complement system,"Cohort, Longitudinal, Sample collection","Serum, DNA, Plasma",,3495,,,,
"SubcollectionTypeMaterialsStandards#SamplesAMD and complement system - Serum Cohort, Longitudinal, Sample collection Serum 1947 AMD and complement system - EDTA-Plasma Cohort, Longitudinal, Sample collection Plasma 984 AMD and complement system - DNA Cohort, Longitudinal, Sample collection DNA 564",,,,,,,,
Biobank department for pediatric nephrology,"Longitudinal, Population-based, Sample collection","Urine, Serum, Plasma, Whole Blood",,1309,,,,
"SubcollectionTypeMaterialsStandards#SamplesBiobank department for pediatric nephrology - Serum Longitudinal, Population-based, Sample collection Serum 148 Biobank department for pediatric nephrology - EDTA-Plasma Longitudinal, Population-based, Sample collection Plasma 159 Biobank department for pediatric nephrology - Urine Longitudinal, Population-based, Sample collection Urine 276 Biobank department for pediatric nephrology - Whole EDTA Blood Longitudinal, Population-based, Sample collection Whole Blood 45 Biobank department for pediatric nephrology - Serum Longitudinal, Population-based, Sample collection Serum 223 Biobank department for pediatric nephrology - EDTA-Plasma Longitudinal, Population-based, Sample collection Plasma 221 Biobank department for pediatric nephrology - Urine Longitudinal, Population-based, Sample collection Urine 184 Biobank department for pediatric nephrology - EDTA-Blood Longitudinal, Population-based, Sample collection Whole Blood 53",,,,,,,,
Perioperative TnT-Monitoring,"Longitudinal, Population-based, Sample collection",Plasma,,626,,,,
"SubcollectionTypeMaterialsStandards#SamplesPerioperative TnT-Monitoring - EDTA-Plasma Longitudinal, Population-based, Sample collection Plasma 626",,,,,,,,
Biobank for malignant diseases of the upper digestive tract,"Longitudinal, Disease specific, Sample collection","Serum, DNA, Plasma",,3161,,,,
"SubcollectionTypeMaterialsStandards#SamplesBiobank for malignant diseases of the upper digestive tract - Serum Longitudinal, Disease specific, Sample collection Serum 1270 Biobank for malignant diseases of the upper digestive tract - EDTA Plasma Longitudinal, Disease specific, Sample collection Plasma 1244 Biobank for malignant diseases of the upper digestive tract - DNA Longitudinal, Disease specific, Sample collection DNA 647",,,,,,,,
CardioOncoPro Registry,"Longitudinal, Disease specific, Sample collection","Serum, Plasma",,3394,,,,
"SubcollectionTypeMaterialsStandards#SamplesCardioOncoPro Registry - Serum Longitudinal, Disease specific, Sample collection Serum 1029 CardioOncoPro Registry - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 2365",,,,,,,,
HFREF,"Longitudinal, Disease specific, Sample collection","Serum, Plasma",,10083,,,,
"SubcollectionTypeMaterialsStandards#SamplesHFREF - Serum Longitudinal, Disease specific, Sample collection Serum 2900 HFREF - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 7183",,,,,,,,
VIVACS Takayasu,"Disease specific, Sample collection","Urine, Feces, Serum, DNA, Plasma",,686,,,,
