EMSA-SG: central patient registry of the European multiple system atrophy network,Innsbruck Medical University,Innsbruck,Austria,http://catalogue.rd-connect.eu/web/emsa-sg-central-patient-registry-of-the-european-multiple-system-atrophy-network/reg_home,63303,,,,,,,,,,,,,,,,,,
The Dysferlin Registry/LGMD2B/Miyoshi Myopathy 1,The Dysferlin Registry/Jain Foundation,Seattle,United States,http://catalogue.rd-connect.eu/web/jain-foundation-patient-registry/reg_home,63562,,,,,,,,,,,,,,,,,,
Turkish National Neuromuscular Diseases Registry,"Hacettepe University, Faculty of Health Sciences Department of Physical",Ankara,Turkey,http://catalogue.rd-connect.eu/web/turkish-patient-registries-for-dmd-and-sma/reg_home,63836,,,,,,,,,,,,,,,,,,
Hungarian patient registry for Duchenne Muscular Dystrophy,Department of Molecular Genetics and Diagnostics of the National Institue,Budapest,Hungary,http://catalogue.rd-connect.eu/web/hungarian-patient-registry-for-duchenne-muscular-dystrophy/reg_home,64007,,,,,,,,,,,,,,,,,,
Leiden Muscular Dystrophy pages Myotubularin 1,"Instituto de Genética Médica J. Magalhães, Unidade de Genética Molecular",Porto,Portugal,http://catalogue.rd-connect.eu/web/myotubular-myopathy/reg_home,64368,,,,,,,,,,,,,,,,,,
International Family Registry for Centronuclear and Myotubular Myopathies,Joshua Frase Foundation,"Ponte Vedra Beach, FL 32004",United States,http://catalogue.rd-connect.eu/web/family-registry-for-centronuclear-and-myotubular-myopathies/reg_home,64524,,,,,,,,,,,,,,,,,,
Registry for neuromuscular disease,University Hospital Centre Zagreb,Zagreb,Croatia,http://catalogue.rd-connect.eu/web/register-for-neuromuscular-disease/reg_home,65074,,,,,,,,,,,,,,,,,,
Cypriot Neuromuscular Diseases Registry,Institute of Medical Rehabilitation,Nicosia,Cyprus,http://catalogue.rd-connect.eu/web/cypriot-neuromuscular-diseases-registry/reg_home,65242,,,,,,,,,,,,,,,,,,
Danish registry for neuromuscular diseases,National Danish Rehabilitation Centre for Neuromuscular Diseases,Århus C,Denmark,http://catalogue.rd-connect.eu/web/danish-registry-for-neuromuscular-diseases/reg_home,65397,,,,,,,,,,,,,,,,,,
French registry of patients with a dystrophinopathy (Duchenne or Becker Musucular Dystrophy),"Laboratory of Molecular Genetics, Inserm U827",Montpellier,France,http://catalogue.rd-connect.eu/web/french-registry-of-patients-with-a-dystrophinopathy-duchenne-or-becker-musucular-dystrophy-/reg_home,65551,,,,,,,,,,,,,,,,,,
Hellenic Neuromuscular Disorders Registry,Athens University Department of Medical Genetics,Athina,Greece,http://catalogue.rd-connect.eu/web/hellenic-neuromuscular-disorders-registry/reg_home,65711,,,,,,,,,,,,,,,,,,
Duchenne and Becker muscular dystrophy and spinalmuscular dystrophy patient registries in Poland,Medical University of Warsaw,Warszawa,Poland,http://catalogue.rd-connect.eu/web/duchenne-and-becker-muscular-dystrophy-and-spinal-muscular-dystrophy-patient-registries-in-poland/reg_home,65873,,,,,,,,,,,,,,,,,,
Japanese patient registry for Neuromuscular diseases,National Center of Neurology and Psychiatry (NCNP),Tokyo,Japan,http://catalogue.rd-connect.eu/web/japanese-patient-registry-for-duchenne-muscular-dystrophy-remudy-registry-of-muscular-dystrophy-/reg_home,67104,,,,,,,,,,,,,,,,,,
The Italian Registry of NMD Patients,Associazione ONLUS Registro dei pazienti con malattie neuromuscolari,Milano,Italy,http://catalogue.rd-connect.eu/web/duchenne-and-becker-muscular-dystrophy-and-spinal-muscular-dystrophy-patient-registries-in-italy/reg_home,67264,,,,,,,,,,,,,,,,,,
International Spinal Muscular Atrophy Patient Registry,Indiana University School of Medicine,Indianapolis,United States,http://catalogue.rd-connect.eu/web/international-spinal-muscular-atrophy-patient-registry/reg_home,67429,,,,,,,,,,,,,,,,,,
Glomerulonephritis registry,BC Provincial Renal Agency (BCPRA),Vancouver,Canada,http://catalogue.rd-connect.eu/web/glomerulonephritis-registry/reg_home,70199,,,,,,,,,,,,,,,,,,
French registry of atypical child hemolytic uremic syndrome,Service de néphrologie pédiatrique-Hôpital universitaire Robert- Debré,Paris,France,http://catalogue.rd-connect.eu/web/french-registry-of-atypical-child-hemolytic-uremic-syndrome/reg_home,70366,,,,,,,,,,,,,,,,,,
French registry of autosomal recessive polycystic kidney disease,Hôpital Robert Debré,Paris,France,http://catalogue.rd-connect.eu/web/french-registry-of-autosomal-recessive-polycystic-kidney-disease/reg_home,70509,,,,,,,,,,,,,,,,,,
GDCN Patient Registries,Glomerular Disease Collaborative Network,Chapel Hill,United States,http://catalogue.rd-connect.eu/web/gdcn-patient-registries/reg_home,70664,,,,,,,,,,,,,,,,,,
Marfan Syndrome and Associated Pathologies registries,INSERM UMR_S910,Marseille Cedex 05,France,http://catalogue.rd-connect.eu/web/marfan-syndrome-registry/reg_home,71057,,,,,,,,,,,,,,,,,,
Leukofrance database and biobank,Université Paris Diderot - Paris 7,Paris,France,http://catalogue.rd-connect.eu/web/leukofrance-database-and-biobank/reg_home,71236,,,,,,,,,,,,,,,,,,
European LeukoDataBase,Université Paris Diderot - Paris 7,Paris,France,http://catalogue.rd-connect.eu/web/european-leukodatabase/reg_home,71400,,,,,,,,,,,,,,,,,,
Ring14 Clinical database,RING 14 International,Milan,Italy,http://catalogue.rd-connect.eu/web/ring14-database/reg_home,71542,,,,,,,,,,,,,,,,,,
French cystinosis registry,Service de néphrologie pédiatriqueCHU Paris -Hôpital Necker-Enfants,Paris,France,http://catalogue.rd-connect.eu/web/french-cystinosis-registry/reg_home,71741,,,,,,,,,,,,,,,,,,
German vasculitis registry,Universitätsklinikum Schleswig-Holstein-,Lübeck,Germany,http://catalogue.rd-connect.eu/web/german-vasculitis-registry/reg_home,71896,,,,,,,,,,,,,,,,,,
International registry of Congenital Dyserythropoietic Anemia type II,Ceinge - Biotecnologie Avanzate,Napoli,Italy,http://catalogue.rd-connect.eu/web/italian-registry-of-congenital-nephrotic-syndromes/reg_home,72234,,,,,,,,,,,,,,,,,,
Registry of Osteogenesis Imperfecta,"Medical Genetic Department, Rizzoli Orthopaedic Institute",Bologna,Italy,http://catalogue.rd-connect.eu/web/italian-registry-of-skeletal-dysplasia/reg_home,72365,,,,,,,,,,,,,,,,,,
Registry of Multiple Ostechondromas,"Medical Genetic Department, Rizzoli Orthopaedic Institute",Bologna,Italy,http://catalogue.rd-connect.eu/web/italian-registry-for-hereditary-multiple-exostoses/reg_home,72496,,,,,,,,,,,,,,,,,,
Registry of Ehlers-Danlos Syndrome,"Medical Genetic Department, Rizzoli Orthopaedic Institute",Bologna,Italy,http://catalogue.rd-connect.eu/web/italian-li-fraumeni-syndrome-registry/reg_home,72618,,,,,,,,,,,,,,,,,,
Tuscany Registry of Congenital Defects-RTDC,"Fondazione Toscana ""Gabriele Monasterio""",Pisa,Italy,http://catalogue.rd-connect.eu/web/tuscany-registry-of-congenital-anomalies/reg_home,72744,,,,,,,,,,,,,,,,,,
Italian registry of Creutzfeldt-Jakob disease and correlated syndromes,Istituto Superiore di Sanità,Roma,Italy,http://catalogue.rd-connect.eu/web/italian-registry-of-creutzfeldt-jakob-disease-and-correlated-syndromes/reg_home,72875,,,,,,,,,,,,,,,,,,
RIMM: Italian registry for myelofibrosis with myeloid metaplasia,IRCCS Fondazione Policlinico S. Matteo,Pavia,Italy,http://catalogue.rd-connect.eu/web/rimm-italian-registry-for-myelofibrosis-with-myeloid-metaplasia/reg_home,73014,,,,,,,,,,,,,,,,,,
FMF: Italian registry for familial mediterranean fever,Università Cattolica del Sacro Cuore,Rome,Italy,http://catalogue.rd-connect.eu/web/fmf-italian-registry-for-familial-mediterranean-fever-in-the-young/reg_home,73162,,,,,,,,,,,,,,,,,,
Early Onset Ataxias,Dept. of Neurodegenerative Diseases Center of Neurology,Tübingen,Germany,http://catalogue.rd-connect.eu/web/early-onset-ataxias/reg_home,73301,,,,,,,,,,,,,,,,,,
European registry of sporadic degenerative ataxia with adult onset,Dept. of Neurology University Hospital Bonn,Bonn,Germany,http://catalogue.rd-connect.eu/web/sporadic-degenerative-ataxia-with-adult-onset/reg_home,73425,,,,,,,,,,,,,,,,,,
Registry of Dravet syndrome and syndromes related to mutations of the genes SCN1A and PCDH19,Fondazione Toscana G.Monasterio,Pisa,Italy,http://catalogue.rd-connect.eu/web/national-registry-of-dravet-syndrome-and-other-syndromes-related-to-mutations-of-the-genes-scn1a-and/reg_home,73889,,,,,,,,,,,,,,,,,,
Italian Registry of Kernicterus and hyperbilirubinemia,Istituto di Fisiologia Clinica IFC - CNR,Pisa,Italy,http://catalogue.rd-connect.eu/web/italian-registry-of-kernicterus-and-hyperbilirubinemia/reg_home,74051,,,,,,,,,,,,,,,,,,
IBAHC: Italian registry for alternating hemiplegia of childhood,"Laboratory of Molecular Biology, Scientific Institute E. Medea",Monza,Italy,http://catalogue.rd-connect.eu/web/ibahc-italian-registry-for-alternating-hemiplegia-of-childhood/reg_home,74708,,,,,,,,,,,,,,,,,,
Registro Siciliano delle Talassemie ed Emoglobinopatie (Re.S.T.E.),Ossevatorio Epidemiologico dell’Assessorato regionale,Palermo,Italy,http://catalogue.rd-connect.eu/web/registro-siciliano-delle-talassemie-ed-emoglobinopatie-re.-s.-t.-e.-/reg_home,74839,,,,,,,,,,,,,,,,,,
Italian Severe Chronic Neutropenia International Registry,AOU Meyer U.O. Oncoematologia,Firenze,Italy,http://catalogue.rd-connect.eu/web/italian-severe-chronic-neutropenia-registry/reg_home,74970,,,,,,,,,,,,,,,,,,
Italian registry of Growth Hormone,Istituto Superiore Sanità,Roma,Italy,http://catalogue.rd-connect.eu/web/registro-assuntori-ormone-della-crescita/reg_home,75272,,,,,,,,,,,,,,,,,,
Friedreich's ataxia Italian patient registry,Comitato RUDI ONLUS,Torino,Italy,http://catalogue.rd-connect.eu/web/friedreich-s-ataxia-italian-patient-registry/reg_home,75540,,,,,,,,,,,,,,,,,,
Italian Network MDS Registry (FISM_registry),Fondazione Italiana Sindromi Mielodisplastiche,Alessandria,Italy,http://catalogue.rd-connect.eu/web/rismd-italian-myelodysplastic-syndromes-registry/reg_home,75679,,,,,,,,,,,,,,,,,,
Italian registry of maturity onset diabetes of the young,IRCCS Istituto G. Gaslini,Genova,Italy,http://catalogue.rd-connect.eu/web/italian-registry-of-maturity-onset-diabetes-of-the-young-mody-/reg_home,75809,,,,,,,,,,,,,,,,,,
Italian genetic movement disorders registry,Istituto Carlo Besta,Milano,Italy,http://catalogue.rd-connect.eu/web/italian-genetic-movement-disorders-registry/reg_home,75948,,,,,,,,,,,,,,,,,,
Italian registry of infants with congenital hypothyroidism,Istituto Superiore di Sanità,Roma,Italy,http://catalogue.rd-connect.eu/web/rich-italian-registry-of-infants-with-congenital-hypothyroidism/reg_home,76079,,,,,,,,,,,,,,,,,,
Membranous Nephropathy Registry,Radboud University Medical Center,Nijmegen,Netherlands,http://catalogue.rd-connect.eu/web/membranous-nephropathy-registry/reg_home,76655,,,,,,,,,,,,,,,,,,
Italian Registry of Myotonic Dystrophy,I.R.C.C.S. Policlinico San Donato,Milano,Italy,http://catalogue.rd-connect.eu/web/italian-registry-for-myotonic-dystrophy/reg_home,78002,,,,,,,,,,,,,,,,,,
Italian registry for cri du chat syndrome (monosomy 5p),Divisione di Pediatria e Servizio di Genetica Ospedale S.Andrea,Vercelli,Italy,http://catalogue.rd-connect.eu/web/italian-registry-for-cri-du-chat-syndrome-monosomy-5p-/reg_home,79757,,,,,,,,,,,,,,,,,,
Tuberous sclerosis complex Natural History Database,Tuberous Sclerosis Alliance,Silver Spring,United States,http://catalogue.rd-connect.eu/web/tuberous-sclerosis-complex-natural-history-database-project/reg_home,80509,,,,,,,,,,,,,,,,,,
Spanish Registry of Neuromuscular Diseases,Hospital de la Santa Creu i Sant Pau,Barcelona,Spain,http://catalogue.rd-connect.eu/web/ciberned-data-base-neuromuscular-diseases/reg_home,80677,,,,,,,,,,,,,,,,,,
Spanish alpha-1 antitrypsin deficiency registry,Fundación Española de Pulmón. RESPIRA,Barcelona,Spain,http://catalogue.rd-connect.eu/web/spanish-alpha-1-antitrypsin-deficiency-registry-redaat-/reg_home,80830,,,,,,,,,,,,,,,,,,
Spanish Registry of Gastroenteropancreatic Endocrine Tumors,Universitat de Barcelona,Barcelona,Spain,http://catalogue.rd-connect.eu/web/retegep-spanish-registry-of-gastroenteropancreatic-endocrine-tumors/reg_home,80961,,,,,,,,,,,,,,,,,,
Primary Hyperoxaluria Registry,Oxalosis & Hyperoxaluria Foundation,"New Paltz, NY 12561",United States,http://catalogue.rd-connect.eu/web/hiperoxaluria-primaria/reg_home,81092,,,,,,,,,,,,,,,,,,
Spanish Gaucher's disease registry,Hospital Universitario Miguel Servet de Zaragoza,Zaragoza,Spain,http://catalogue.rd-connect.eu/web/spanish-gaucher-s-disease-registry/reg_home,81424,,,,,,,,,,,,,,,,,,
Spanish patient registry of hereditary retinal dystrophy,Servicio de Genética Médica Fundación Jiménez Díaz,Madrid,Spain,http://catalogue.rd-connect.eu/web/spanish-patient-registry-of-hereditary-retinal-dystrophy/reg_home,81759,,,,,,,,,,,,,,,,,,
Hemobase: Hemophilia mutations registry in Spanish population,Hospital Universitari Vall d'Hebron,Barcelona,Spain,http://catalogue.rd-connect.eu/web/hemobase-hemophilia-mutations-registry-in-spanish-population/reg_home,81938,,,,,,,,,,,,,,,,,,
Spanish patient registry of transmissible spongiform encephalopathies,Centro Nacional de Epidemiología. Instituto de Salud Carlos III,Madrid,Spain,http://catalogue.rd-connect.eu/web/national-regyster-creutzfeldt-jakob-diseases/reg_home,82113,,,,,,,,,,,,,,,,,,
Spanish Registry of Familial Adenomatous Polyposis,Clinic Institute of Digestive and Metabolic Diseases,Barcelona,Spain,http://catalogue.rd-connect.eu/web/spanish-familial-adenomatous-polyposis-registry/reg_home,82402,,,,,,,,,,,,,,,,,,
Spanish Registry of Behçet Disease,Hospital Universitario Mutua Terrasa,Barcelona,Spain,http://catalogue.rd-connect.eu/web/spanish-registry-of-behcet-disease/reg_home,82561,,,,,,,,,,,,,,,,,,
Spanish patient registry of hereditary angioedema,Hospital Universitario La Paz,Madrid,Spain,http://catalogue.rd-connect.eu/web/spanish-patient-registry-of-hereditary-angioedema/reg_home,82717,,,,,,,,,,,,,,,,,,
Spanish registry of primary immunodeficiencies,Hospital Universitari Son Espases,Palma de Mallorca,Spain,http://catalogue.rd-connect.eu/web/redip-spanish-registry-of-primary-immunodeficiencies/reg_home,83045,,,,,,,,,,,,,,,,,,
Italian registry for MYH9-related thrombocytopenia,IRCCS - Policlinico San Matteo,Pavia,Italy,http://catalogue.rd-connect.eu/web/italian-registry-for-myh9-related-thrombocytopenia/reg_home,83217,,,,,,,,,,,,,,,,,,
Italian register multiple endocrine neoplasia,Azienda Ospedaliera Careggi,Firenze,Italy,http://catalogue.rd-connect.eu/web/rinem-italian-register-multiple-endocrine-neoplasia/reg_home,83375,,,,,,,,,,,,,,,,,,
Rare Bleeding Disorders Database,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policnico",Milano,Italy,http://catalogue.rd-connect.eu/web/rare-bleeding-disorders-database/reg_home,83836,,,,,,,,,,,,,,,,,,
Bulgarian registry of patients with thalassaemia major,Information Centre for Rare Diseases and Orphan Drugs,Plovdiv,Bulgaria,http://catalogue.rd-connect.eu/web/bulgarian-registry-of-patients-with-thalassaemia/reg_home,84523,,,,,,,,,,,,,,,,,,
Bulgarian registry of patients with Crohn disease,Information Centre for Rare Diseases and Orphan Drugs,Plovdiv,Bulgaria,http://catalogue.rd-connect.eu/web/national-register-of-patients-with-cron-disease-in-bulgaria/reg_home,84654,,,,,,,,,,,,,,,,,,
Bulgarian registry of patients with hereditary angioedema,Information Centre for Rare Diseases and Orphan Drugs,Plovdiv,Bulgaria,http://catalogue.rd-connect.eu/web/national-register-of-patients-with-hereditary-angioedema-in-bulgaria/reg_home,84778,,,,,,,,,,,,,,,,,,
Bulgarian registry of adult patients with chronic myeloid leukemia,Information Centre for Rare Diseases and Orphan Drugs,Plovdiv,Bulgaria,http://catalogue.rd-connect.eu/web/national-register-of-patients-with-hml-in-bulgaria/reg_home,84902,,,,,,,,,,,,,,,,,,
Bulgarian registry of patients with mucopolysaccharidosis type II,Information Centre for Rare Diseases and Orphan Drugs,Plovdiv,Bulgaria,http://catalogue.rd-connect.eu/web/national-register-of-patients-with-mucopolysaccharidosis-in-bulgaria/reg_home,85026,,,,,,,,,,,,,,,,,,
Bulgarian registry of Wilson disease patients,Information Centre for Rare Diseases and Orphan Drugs,Plovdiv,Bulgaria,http://catalogue.rd-connect.eu/web/national-register-of-patients-with-wilson-disease-in-bulgaria/reg_home,85150,,,,,,,,,,,,,,,,,,
Bulgarian registry of patients with phenylketonuria,National Genetic Laboratory,Sofia,Bulgaria,http://catalogue.rd-connect.eu/web/national-registry-of-patients-with-phenylketonuria-bg/reg_home,85573,,,,,,,,,,,,,,,,,,
Bulgarian registry of patients with Gaucher disease,Information Centre for Rare Diseases and Orphan Drugs,Plovdiv,Bulgaria,http://catalogue.rd-connect.eu/web/national-registry-of-patients-with-gaucher-disease/reg_home,85759,,,,,,,,,,,,,,,,,,
Bulgarian registry of patients with primary immunodeficiencies,Alexandrovska University,Sofia,Bulgaria,http://catalogue.rd-connect.eu/web/national-registry-of-patients-with-primary-immunodeficiencies-pid-bg/reg_home,85907,,,,,,,,,,,,,,,,,,
Spanish Overgrowth Syndrome Registry,Hospital Universitario La Paz,Madrid,Spain,http://catalogue.rd-connect.eu/web/spanish-overgrowth-syndrome-registry/reg_home,86406,,,,,,,,,,,,,,,,,,
Spanish Registry of Pulmonary Arterial Hypertension (REHAP),S&H Medical Science Service,Madrid,Spain,http://catalogue.rd-connect.eu/web/rehap-spanish-registry-of-pulmonary-arterial-hypertension/reg_home,86597,,,,,,,,,,,,,,,,,,
European Porphyria Registry (EPR),Haukeland University Hospital,Bergen,Norway,http://catalogue.rd-connect.eu/web/european-porphyria-network/reg_home,86933,,,,,,,,,,,,,,,,,,
Italian Registry of Hemolytic-Uremic Syndrome,Istituto Superiore di Sanità,Rome,Italy,http://catalogue.rd-connect.eu/web/italian-registry-of-hemolytic-uremic-syndrome/reg_home,89057,,,,,,,,,,,,,,,,,,
Italian Registry of Congenital Coagulopathies,Istituto Superiore di Sanità,Rome,Italy,http://catalogue.rd-connect.eu/web/italian-registry-of-coagulopathies-congenital/reg_home,89221,,,,,,,,,,,,,,,,,,
NHR: National Haemoglobinopathy Registry,North Middlesex University Hospital,London,United Kingdom,http://catalogue.rd-connect.eu/web/nhr-national-haemoglobinopathy-registry/reg_home,89387,,,,,,,,,,,,,,,,,,
Belgian Sickle Cell Disease Registry,Hôpital Universitaire des Enfants Reine Fabiola,Brussel,Belgium,http://catalogue.rd-connect.eu/web/haemoglobinopathies-database/reg_home,89518,,,,,,,,,,,,,,,,,,
National Registry for Haemoglobinopathies in Greece (NRHG),Laiko General Hospital,Athens,Greece,http://catalogue.rd-connect.eu/web/national-registry-for-haemoglobinopathies-in-greece-nrhg-/reg_home,89649,,,,,,,,,,,,,,,,,,
Australian Haemoglobinopathy Registry,Monash University,Melbourne,Australia,http://catalogue.rd-connect.eu/web/haemoglobinopathy-registry/reg_home,89869,,,,,,,,,,,,,,,,,,
Registry for Haemoglobinopathies,Cyprus Thalassaemia Centre,Nicosia,Cyprus,http://catalogue.rd-connect.eu/web/registry-for-haemoglobinopathies/reg_home,90027,,,,,,,,,,,,,,,,,,
Patient registry of the German Network for Systemic Scleroderma,Universitätsklinikum Köln,KÖLN,Germany,http://catalogue.rd-connect.eu/web/patient-registry-of-the-german-network-for-systemic-scleroderma/reg_home,90185,,,,,,,,,,,,,,,,,,
Veneto Region’s rare diseases registry,Regione Veneto,Venezia,Italy,http://catalogue.rd-connect.eu/web/venetian-region-rare-diseases-register/reg_home,90353,,,,,,,,,,,,,,,,,,
Lymphomas Database,Azienda Ospedaliera Sant'Andrea,Roma,Italy,http://catalogue.rd-connect.eu/web/lymphomas-database/reg_home,90521,,,,,,,,,,,,,,,,,,
Neuroendocrine Tumors - ENETS registry,401 General Military Hospital,Athens,Greece,http://catalogue.rd-connect.eu/web/neuroendocrine-tumors-enets-registry/reg_home,90673,,,,,,,,,,,,,,,,,,
Congenital Malformations Registry,Regione Calabria,Catanzaro,Italy,http://catalogue.rd-connect.eu/web/congenital-malformations-registry/reg_home,90833,,,,,,,,,,,,,,,,,,
Tuscany region’s rare diseases registry,Fondazione G. Monasterio CNR Regione Toscana,Pisa,Italy,http://catalogue.rd-connect.eu/web/registro-toscano-malattie-rare/reg_home,91466,,,,,,,,,,,,,,,,,,
German registry of congenital dyserythropoietic anemias (CDA),Medizinische Universitätsklinik III,Ulm,Germany,http://catalogue.rd-connect.eu/web/german-registry-of-congenital-dyserythropoietic-anemias-cda-/reg_home,92258,,,,,,,,,,,,,,,,,,
UPA! Duchenne Registry,UPA! CURA DUCHENNE,Mérida,Mexico,http://catalogue.rd-connect.eu/web/upa-duchenne-registry/reg_home,93001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
